ILDIALCT,ilab_v1,FITS/CSV file dialect
833.000,5.814228e-05,9.625652e-05
834.000,1.141294e-04,9.603031e-05
835.000,1.014134e-04,9.497882e-05
836.000,1.084285e-04,9.295733e-05
837.000,7.718666e-05,8.993263e-05
838.000,9.314082e-05,8.607297e-05
839.000,9.075349e-05,8.171460e-05
840.000,2.806194e-05,7.732708e-05
841.000,7.745323e-05,7.337784e-05
842.000,1.077588e-04,7.030013e-05
843.000,4.983014e-05,6.837540e-05
844.000,5.614320e-05,6.776421e-05
845.000,7.546269e-05,6.844082e-05
846.000,6.812706e-05,7.021552e-05
847.000,6.814030e-05,7.276596e-05
848.000,6.366080e-05,7.567108e-05
849.000,1.018255e-04,7.854491e-05
850.000,1.046935e-04,8.115139e-05
851.000,7.963168e-05,8.349572e-05
852.000,8.395407e-05,8.579583e-05
853.000,6.457959e-05,8.835615e-05
854.000,1.011123e-04,9.135373e-05
855.000,6.821471e-05,9.475425e-05
856.000,1.246647e-04,9.825009e-05
857.000,1.010853e-04,1.013406e-04
858.000,1.445363e-04,1.035685e-04
859.000,9.743739e-05,1.047133e-04
860.000,7.453901e-05,1.048041e-04
861.000,1.045614e-04,1.041375e-04
862.000,1.113694e-04,1.031104e-04
863.000,8.637034e-05,1.020600e-04
864.000,1.239435e-04,1.011581e-04
865.000,8.723189e-05,1.004117e-04
866.000,9.768119e-05,9.976823e-05
867.000,1.165826e-04,9.915515e-05
868.000,8.515331e-05,9.860230e-05
869.000,9.024950e-05,9.824771e-05
870.000,9.864429e-05,9.827800e-05
871.000,1.208424e-04,9.884221e-05
872.000,8.073007e-05,9.994923e-05
873.000,9.933892e-05,1.014276e-04
874.000,8.905062e-05,1.028760e-04
875.000,1.164772e-04,1.037996e-04
876.000,1.161407e-04,1.037304e-04
877.000,1.225176e-04,1.023496e-04
878.000,9.363864e-05,9.964458e-05
879.000,6.823613e-05,9.593855e-05
880.000,1.113733e-04,9.178599e-05
881.000,7.041579e-05,8.788569e-05
882.000,8.137678e-05,8.484796e-05
883.000,7.936275e-05,8.307880e-05
884.000,9.835100e-05,8.272531e-05
885.000,5.668791e-05,8.365589e-05
886.000,8.573514e-05,8.558166e-05
